0	-7.549475561
1	-7.177459604
2	-6.808921525
3	-6.446507882
4	-6.092389704
5	-5.748248712
6	-5.415308599
7	-5.094374685
8	-4.78587657
9	-4.489910436
10	-4.206279306
11	-3.934530695
12	-3.673991843
13	-3.423803209
14	-3.183011679
15	-2.950357981
16	-2.724648409
17	-2.504692993
18	-2.289140588
19	-2.076716799
20	-1.866203269
21	-1.656473726
22	-1.446527362
23	-1.23551776
24	-1.022775647
25	-0.807824006
26	-0.590384538
27	-0.370375155
28	-0.147898828
29	0.076775161
30	0.303235999
31	0.530960233
32	0.759359227
33	0.987739387
34	1.215446826
35	1.441809628
36	1.666184136
37	1.887973317
38	2.106640664
39	2.321719768
40	2.532819905
41	2.739628104
42	2.941908228
43	3.139497613
44	3.332301793
45	3.520287789
46	3.703476402
47	3.881933896
48	4.055763376
49	4.225096177
50	4.390083471
51	4.550888305
52	4.707678235
53	4.860650783
54	5.009901036
55	5.155604242
56	5.29788815
57	5.436860599
58	5.572607401
59	5.705191119
60	5.834650652
61	5.960970428
62	6.084204253
63	6.204294475
64	6.321194411
65	6.434840604
66	6.54515523
67	6.652048589
68	6.75542161
69	6.85516828
70	6.951177956
71	7.043337484
72	7.131533126
73	7.215652246
74	7.295584772
75	7.371224413
76	7.442469653
77	7.50922454
78	7.571399273
79	7.628910628
80	7.681682235
81	7.729644732
82	7.772735821
83	7.810900251
84	7.844089742
85	7.872262877
86	7.895384967
87	7.913427922
88	7.926370119
89	7.934196292
90	7.936897393
91	7.934467774
92	7.92691371
93	7.914244757
94	7.896476713
95	7.873631688
96	7.845738204
97	7.812831301
98	7.774952659
99	7.732150706
100	7.684480712
101	7.632004838
102	7.574792137
103	7.512918469
104	7.446466326
105	7.375524529
106	7.300187781
107	7.22055605
108	7.136733762
109	7.048828791
110	6.956951217
111	6.861211862
112	6.761720592
113	6.658584399
114	6.551905284
115	6.441777974
116	6.328287519
117	6.211506834
118	6.091494254
119	5.968291202
120	5.841949916
121	5.712411475
122	5.579686176
123	5.443730172
124	5.304476296
125	5.16183459
126	5.015693655
127	4.865922895
128	4.712344784
129	4.554863679
130	4.393281895
131	4.227433177
132	4.057157161
133	3.882306894
134	3.702756949
135	3.518411984
136	3.329215537
137	3.135158812
138	2.936289187
139	2.732718083
140	2.524627812
141	2.312276951
142	2.096003724
143	1.876226841
144	1.653443215
145	1.428221989
146	1.201194373
147	0.973038927
148	0.744462145
149	0.516151154
150	0.288829063
151	0.06311003
152	-0.160463292
153	-0.381468458
154	-0.599633282
155	-0.814861391
156	-1.027251263
157	-1.237107126
158	-1.444940716
159	-1.651463597
160	-1.857570533
161	-2.064315055
162	-2.272878865
163	-2.484536969
164	-2.700620433
165	-2.92253599
166	-3.151528868
167	-3.388846566
168	-3.635800483
169	-3.893397215
170	-4.16255054
171	-4.443989816
172	-4.738227733
173	-5.045526244
174	-5.36585981
175	-5.698875542
176	-6.043850491
177	-6.399647419
178	-6.764671905
179	-7.136835695
180	-7.513562171
181	-7.891714893
182	-8.267688299
183	-8.637491331
184	-8.996885849
185	-9.341598051
186	-9.66758905
187	-9.971363517
188	-10.25027973
189	-10.50281386
190	-10.72873142
191	-10.92913203
192	-11.10635797
193	-11.26378416
194	-11.40570989
195	-11.53631772
196	-11.66053468
197	-11.78273984
198	-11.9071316
199	-12.03738193
200	-12.17659014
201	-12.32724099
202	-12.49119131
203	-12.66967321
204	-12.8633039
205	-13.07209543
206	-13.29546011
207	-13.53220952
208	-13.78054726
209	-14.03805718
210	-14.30169097
211	-14.56776038
212	-14.83183822
213	-15.08923047
214	-15.3343107
215	-15.56114342
216	-15.76349589
217	-15.93505035
218	-16.06967307
219	-16.16172818
220	-16.20641202
221	-16.20007257
222	-16.14047208
223	-16.02695321
224	-15.86048091
225	-15.64355204
226	-15.37998709
227	-15.07463719
228	-14.73304895
229	-14.36112973
230	-13.96484743
231	-13.54998587
232	-13.12196452
233	-12.6855919
234	-12.24548839
235	-11.8053787
236	-11.36853474
237	-10.93770659
238	-10.51516726
239	-10.10276354
240	-9.701968205
241	-9.314245517
242	-8.939833222
243	-8.579696885
244	-8.234281028
245	-7.903868551
246	-7.588609719
247	-7.288547085
248	-7.003636769
249	-6.733766549
250	-6.478771167
251	-6.238445253
252	-6.012554205
253	-5.800843328
254	-5.603045509
255	-5.418887637
256	-5.248095986
257	-5.090400698
258	-4.945539529
259	-4.813260966
260	-4.693326814
261	-4.585514334
262	-4.489618012
263	-4.405451007
264	-4.332846337
265	-4.271657837
266	-4.221760928
267	-4.183053226
268	-4.155455012
269	-4.138909577
270	-4.13338347
271	-4.138864944
272	-4.155368928
273	-4.182932399
274	-4.221615475
275	-4.271501354
276	-4.332695991
277	-4.405327651
278	-4.48954633
279	-4.585523012
280	-4.693448737
281	-4.813533444
282	-4.946004561
283	-5.09110526
284	-5.249092359
285	-5.420233766
286	-5.6048054
287	-5.803087484
288	-6.015360084
289	-6.241897767
290	-6.482963199
291	-6.738799486
292	-7.009621031
293	-7.295602637
294	-7.596866526
295	-7.913466941
296	-8.245371907
297	-8.592441724
298	-8.954403724
299	-9.330822837
300	-9.720741094
301	-10.12392747
302	-10.53891993
303	-10.96424378
304	-11.39804419
305	-11.83803203
306	-12.28143095
307	-12.72493022
308	-13.16475105
309	-13.59620345
310	-14.0143912
311	-14.41379001
312	-14.78849649
313	-15.13241334
314	-15.4395015
315	-15.70409026
316	-15.92122299
317	-16.08700275
318	-16.19889342
319	-16.25593187
320	-16.25881712
321	-16.20986271
322	-16.11282129
323	-15.97261133
324	-15.79498754
325	-15.58619815
326	-15.35266532
327	-15.10071281
328	-14.83635276
329	-14.56527406
330	-14.29222189
331	-14.02166537
332	-13.75732795
333	-13.50228988
334	-13.25899916
335	-13.02928739
336	-12.81438488
337	-12.61493128
338	-12.43097988
339	-12.26199534
340	-12.10684644
341	-11.96379761
342	-11.83050551
343	-11.70402913
344	-11.58086486
345	-11.45698181
346	-11.32814788
347	-11.18954967
348	-11.03704826
349	-10.86631266
350	-10.67383825
351	-10.45705566
352	-10.21455403
353	-9.946199343
354	-9.653125512
355	-9.337600426
356	-9.002793395
357	-8.652486058
358	-8.29077228
359	-7.921785155
0	-7.549475561
