0		12,72392666
1		12,70271706
2		12,67510866
3		12,64114421
4		12,60082613
5		12,55415712
6		12,50114007
7		12,44177807
8		12,37607435
9		12,30403221
10		12,22565498
11		12,14094594
12		12,04990827
13		11,95254495
14		11,84885868
15		11,73885181
16		11,62252622
17		11,49988322
18		11,37092345
19		11,23564672
20		11,09405192
21		10,94613684
22		10,79189806
23		10,63133073
24		10,46442844
25		10,291183
26		10,11158422
27		9,925619739
28		9,733274713
29		9,5345316
30		9,329369854
31		9,11776562
32		8,899691395
33		8,675115661
34		8,444002483
35		8,206480745
36		7,962158769
37		7,711161998
38		7,453431968
39		7,188903143
40		6,917502214
41		6,639147312
42		6,353747139
43		6,061200003
44		5,761392741
45		5,454199514
46		5,139480457
47		4,817080162
48		4,486825967
49		4,148526024
50		3,801967108
51		3,446912119
52		3,083097239
53		2,710228673
54		2,327978897
55		1,935982333
56		1,533830338
57		1,121065367
58		0,697174146
59		0,261579658
60		-0,186368338
61		-0,647404561
62		-1,122361667
63		-1,612186441
64		-2,117959416
65		-2,640918837
66		-3,182490154
67		-3,74432268
68		-4,328335571
69		-4,936776163
70		-5,572294844
71		-6,238042437
72		-6,937798723
73		-7,676144869
74		-8,458699016
75		-9,292444951
76		-10,18620163
77		-11,15131238
78		-12,20268922
79		-13,36045507
80		-14,65264287
81		-16,1198743
82		-17,82401214
83		-19,86547233
84		-22,42116998
85		-25,83349214
86		-30,73162
87		-34,95904888
88		-30,31918395
89		-25,88595192
90		-22,85734222
91		-20,63055674
92		-18,89043095
93		-17,47239856
94		-16,28202446
95		-15,26062308
96		-14,36939779
97		-13,58143297
98		-12,87732743
99		-12,24265797
100		-11,66642752
101		-11,14007359
102		-10,65681133
103		-10,21118439
104		-9,798749683
105		-9,415850742
106		-9,059451455
107		-8,727011858
108		-8,416393793
109		-8,125788219
110		-7,85365844
111		-7,598695244
112		-7,359781057
113		-7,13596102
114		-6,926419431
115		-6,730460401
116		-6,54749185
117		-6,377012173
118		-6,218599065
119		-6,071900096
120		-5,936624728
121		-5,812537526
122		-5,699452349
123		-5,597227383
124		-5,505760858
125		-5,424987364
126		-5,354874668
127		-5,295420943
128		-5,246652378
129		-5,208621072
130		-5,181403195
131		-5,165097355
132		-5,159823121
133		-5,165719677
134		-5,182944547
135		-5,211672343
136		-5,25209349
137		-5,304412859
138		-5,368848235
139		-5,445628525
140		-5,534991597
141		-5,637181618
142		-5,752445696
143		-5,881029619
144		-6,023172414
145		-6,179099354
146		-6,34842673
147		-6,532403554
148		-6,730643652
149		-6,94319709
150		-7,170021845
151		-7,410953278
152		-7,665665684
153		-7,933624285
154		-8,214026011
155		-8,505727652
156		-8,807160636
157		-9,116233236
158		-9,430223631
159		-9,745671668
160		-10,05828358
161		-10,36287229
162		-10,65336523
163		-10,92291868
164		-11,16417722
165		-11,36970238
166		-11,53256055
167		-11,64700838
168		-11,70916083
169		-11,71749625
170		-11,67307105
171		-11,57938551
172		-11,4419376
173		-11,26758018
174		-11,06382755
175		-10,838237
176		-10,59794004
177		-10,3493443
178		-10,09798822
179		-9,848511825
180		-9,60512386
181		-9,370055451
182		-9,146052084
183		-8,934939485
184		-8,738095786
185		-8,556539806
186		-8,391005906
187		-8,242005873
188		-8,109879117
189		-7,994832825
190		-7,896973686
191		-7,816332691
192		-7,752884317
193		-7,706561151
194		-7,677264861
195		-7,664874185
196		-7,66925049
197		-7,690241315
198		-7,727682191
199		-7,781396947
200		-7,851196643
201		-7,936877192
202		-8,03821567
203		-8,154965299
204		-8,286848993
205		-8,433551369
206		-8,594709058
207		-8,769899157
208		-8,95862566
209		-9,160303705
210		-9,374241568
211		-9,599620414
212		-9,835472024
213		-10,08065496
214		-10,33383007
215		-10,59383513
216		-10,85798386
217		-11,12469863
218		-11,3916567
219		-11,65628142
220		-11,9157703
221		-12,16714722
222		-12,40734261
223		-12,63330268
224		-12,84212492
225		-13,0312119
226		-13,19843015
227		-13,34225676
228		-13,46189474
229		-13,55734104
230		-13,62939676
231		-13,6796184
232		-13,71021803
233		-13,72392721
234		-13,72384337
235		-13,71327689
236		-13,69561329
237		-13,67420045
238		-13,65226485
239		-13,63285676
240		-13,6188215
241		-13,61279188
242		-13,61719694
243		-13,63428209
244		-13,66613679
245		-13,71472619
246		-13,78192461
247		-13,86954846
248		-13,97938727
249		-14,11323071
250		-14,27288954
251		-14,46020676
252		-14,67705347
253		-14,92530011
254		-15,2067477
255		-15,52299378
256		-15,87519175
257		-16,26363712
258		-16,68707683
259		-17,14158914
260		-17,61883741
261		-18,10352269
262		-18,5701127
263		-18,97972482
264		-19,27966461
265		-19,40982621
266		-19,31872092
267		-18,98387016
268		-18,42246323
269		-17,68300906
270		-16,82533737
271		-15,90348732
272		-14,95791697
273		-14,01559058
274		-13,09274119
275		-12,19825233
276		-11,33631905
277		-10,50829622
278		-9,713894102
279		-8,951921212
280		-8,220734091
281		-7,518503745
282		-6,843369707
283		-6,193525981
284		-5,567266095
285		-4,963003873
286		-4,379280018
287		-3,814760629
288		-3,26823134
289		-2,738589305
290		-2,224834326
291		-1,726059892
292		-1,241444552
293		-0,770243837
294		-0,311782819
295		0,134550644
296		0,569312025
297		0,99300562
298		1,406089478
299		1,808979813
300		2,202054963
301		2,585658924
302		2,960104524
303		3,325676272
304		3,682632908
305		4,031209708
306		4,371620555
307		4,704059807
308		5,028703992
309		5,345713333
310		5,655233147
311		5,9573951
312		6,25231836
313		6,540110645
314		6,820869184
315		7,094681587
316		7,361626655
317		7,62177511
318		7,875190278
319		8,121928706
320		8,362040739
321		8,595571048
322		8,822559117
323		9,043039698
324		9,257043222
325		9,46459619
326		9,665662177
327		9,860385296
328		10,04871637
329		10,23066955
330		10,40625661
331		10,57548714
332		10,73836885
333		10,89490773
334		11,04510824
335		11,18897353
336		11,3265056
337		11,45770543
338		11,58257317
339		11,70110822
340		11,8133094
341		11,91917506
342		12,01870315
343		12,11189135
344		12,19873718
345		12,279238
346		12,35339118
347		12,42119411
348		12,48264427
349		12,53773928
350		12,58647696
351		12,62885538
352		12,66487287
353		12,69452805
354		12,71781988
355		12,73474766
356		12,74531104
357		12,74951005
358		12,74734509
359		12,73881692
0		12,72392666
