0		0,225115894
1		0,19762378
2		0,129430392
3		0,020004628
4		-0,131553527
5		-0,326537544
6		-0,566649641
7		-0,85402176
8		-1,191242303
9		-1,581388552
10		-2,028064158
11		-2,535440023
12		-3,108294873
13		-3,752047961
14		-4,47276933
15		-5,277140321
16		-6,17231423
17		-7,16558719
18		-8,263722571
19		-9,471670381
20		-10,79030205
21		-12,21275559
22		-13,71946003
23		-15,2738322
24		-16,82501264
25		-18,32826736
26		-19,78665442
27		-21,29263378
28		-23,03006711
29		-25,15949805
30		-27,09133931
31		-26,13516826
32		-22,5138804
33		-18,91634314
34		-15,92274158
35		-13,45620803
36		-11,40186129
37		-9,676024019
38		-8,221678621
39		-7,000041562
40		-5,984240608
41		-5,155581006
42		-4,501256042
43		-4,012196289
44		-3,682811454
45		-3,509256461
46		-3,488426704
47		-3,616183062
48		-3,884368618
49		-4,275642505
50		-4,755028131
51		-5,25843663
52		-5,684002817
53		-5,905794831
54		-5,824185206
55		-5,4304844
56		-4,813890713
57		-4,102476143
58		-3,405479226
59		-2,794359682
60		-2,309287606
61		-1,968504441
62		-1,779739517
63		-1,742723531
64		-1,851384124
65		-2,093129507
66		-2,446187924
67		-2,875502352
68		-3,329380281
69		-3,737942277
70		-4,02859695
71		-4,148110492
72		-4,088358386
73		-3,889945203
74		-3,62079404
75		-3,348978937
76		-3,127186718
77		-2,987859347
78		-2,947700848
79		-3,010037491
80		-3,167619661
81		-3,403744707
82		-3,692645645
83		-4,001254847
84		-4,28872418
85		-4,517870847
86		-4,660625697
87		-4,707052119
88		-4,667664012
89		-4,568354047
90		-4,441000768
91		-4,315136884
92		-4,211826376
93		-4,141185132
94		-4,101205101
95		-4,077488881
96		-4,044220636
97		-3,967847878
98		-3,815711674
99		-3,564777297
100		-3,214545593
101		-2,787481219
102		-2,322767573
103		-1,865488774
104		-1,457639783
105		-1,133355637
106		-0,91835798
107		-0,829575865
108		-0,875593854
109		-1,054736527
110		-1,350119718
111		-1,720530555
112		-2,088770863
113		-2,337754826
114		-2,338834211
115		-2,016351552
116		-1,403309148
117		-0,616953346
118		0,212221356
119		0,985871897
120		1,643602824
121		2,151164901
122		2,490916868
123		2,650283765
124		2,618557741
125		2,383134291
126		1,927196002
127		1,228168294
128		0,258145291
129		-1,007631565
130		-2,554867563
